c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
19.29637824,18.53722522,19.17157132,19.08283882,18.2790929,19.55970471,20.40570608,16.19165535,17.73001267,20.21824546,18.02455531,17.59130201
19.33896492,19.76603153,19.30101702,20.99660219,16.62699154,17.7309143,18.59563317,19.20903924,18.92052454,19.41610649,18.9521764,21.08232577
16.78654324,17.96269152,16.63810738,16.92541958,17.85034723,18.02648959,18.09134043,18.02511976,19.99396723,17.79496499,16.32033248,15.58999871
20.44163057,20.43040116,19.78217103,19.62122059,18.37656612,21.37983128,18.21567327,18.26502948,19.10395605,19.57688526,18.05613972,19.60551683
21.29208347,18.15052359,20.02415625,17.57168076,15.9088693,19.2276093,17.66470823,18.19416654,20.69929631,17.87563926,18.1723275,19.15792587
15.41115108,18.36084621,16.37569407,19.80734669,22.36470329,18.20100761,17.54260687,16.69519704,18.96265476,18.17496581,18.85193521,16.30329153
20.86217066,23.08763694,18.42741401,18.13615598,19.66131653,19.73814003,18.3693309,18.10172604,16.88872165,16.55128174,16.31920215,17.81516025
17.96766316,18.12623923,16.94871989,17.06565176,19.35491203,18.78909149,19.36083699,15.98615998,19.48144185,19.59754069,18.0739998,18.24368325
18.04571376,16.65030634,19.35715623,19.94217197,18.12814357,20.05560369,17.36566008,17.80730186,16.85852447,19.63262201,19.12301872,17.56656038
16.93036971,18.33912859,18.73571227,17.15517683,17.97457993,16.85458144,17.21814,18.09548343,17.94496518,17.53095412,17.93837046,19.42526621
19.61130852,18.45827578,20.13543888,19.7045007,18.3988104,18.79100412,18.29866187,20.28169148,17.23907457,16.526451,18.72277764,17.28149309
17.86947997,17.03014672,19.36728698,18.7395717,18.88076232,18.63736493,19.22824685,19.15400471,16.24970985,17.87108107,17.16563521,15.72991877
18.16031377,18.49313324,17.73934386,16.00586694,18.0799953,16.78878357,18.09871813,19.64615256,19.70818268,18.58299987,17.80900631,18.31837474
16.87676574,18.83195908,20.02969485,15.60168873,18.80593123,18.03258183,19.39602966,17.42050874,15.81773678,16.51464636,17.68163441,16.22943471
21.70529006,19.15785464,19.21907118,21.57723722,17.69413265,16.78198786,19.24157857,21.12605158,20.61418892,19.51810292,19.3768018,18.92728046
17.15887843,17.35597963,18.64949153,14.67517516,16.55768776,17.58659744,17.30421352,19.31988342,17.98998564,17.26583758,16.62374973,16.79636869
18.11408425,16.10759524,16.80413247,17.40227835,19.31036529,16.87343961,19.14506381,17.68745749,17.80166977,18.15402487,16.68125261,16.4868893
20.17997278,17.56272616,18.62621839,19.15192158,17.07576188,19.54436695,18.4304342,19.01649886,19.38216441,18.39245875,20.72915187,20.45426192
18.24955709,17.59489987,18.88951317,17.16477053,20.01014342,15.69930043,16.82537409,16.54329871,16.7841122,16.70506765,16.96753268,14.83344192
18.51121981,19.97660381,20.21058336,19.88904597,19.18263827,19.51458652,18.11883991,17.95998917,17.89444658,21.34737777,19.69977735,17.02533979
18.28953116,19.28918633,16.74628746,19.07496089,17.84515432,15.62873166,16.07803433,18.90110832,19.80707088,17.82372126,19.43186219,16.54295139
18.40801704,18.88702225,17.08136081,17.61171005,19.4550108,18.26809912,18.00960819,17.47373098,17.93759215,15.96515398,19.44510792,20.23175949
16.69628023,15.23778866,18.04010033,17.47041593,14.64713882,16.04630558,15.62716069,17.91203449,17.00603594,17.34402757,17.46600917,15.95404529
16.02499242,16.55117598,18.95407133,17.10266091,16.38339118,19.05057939,18.38362605,16.98342558,17.24515077,18.07929575,17.9378099,18.53045882
16.72164833,15.54380298,17.59947684,15.65950978,15.87284461,14.68028891,16.11307897,17.02524423,16.60492432,18.28597721,16.90329547,15.78519897
19.19098529,14.50985556,15.67181538,17.7626843,17.11373714,16.65154189,18.14828842,18.47260911,19.30425902,19.19383218,18.64523521,12.7392764
18.16733136,19.78073769,17.1448175,20.54900911,17.63261153,19.67124932,16.50985205,20.47053667,19.45375446,18.19003084,18.50625082,19.8783063
16.18575368,20.59475835,19.311238,17.23815773,19.45816299,17.71609689,17.50664316,17.26068179,17.41107435,19.8454582,17.53614807,18.33457326
19.42651197,20.34689042,18.21513739,15.46149501,20.59489991,19.0882638,17.98073038,15.869828,18.94994209,19.4577236,15.49523084,18.40504221
18.81752293,19.94659863,19.11066483,19.39498354,15.08719485,18.47199194,18.36667214,18.53325391,17.07135037,19.82342295,17.09175073,20.96996937
17.36226011,15.5747211,16.52003793,18.07637028,18.27165383,18.42950248,18.12904528,19.23482649,16.36442323,17.64075775,18.00728049,16.90268014
17.38581148,20.12104226,19.46313351,16.55372471,19.48158239,18.83794888,18.81820152,19.11389208,16.42715699,16.50172828,17.12791426,18.62484649
17.54473991,19.51338268,18.95218465,18.09027999,18.53186199,18.60419994,18.00532509,17.45762466,18.40009713,18.39376948,20.43085518,18.35438759
19.48316097,20.65188007,16.89044176,22.3533749,19.21071739,20.43204607,20.65617636,17.44840533,19.74182974,19.89466959,17.18352061,21.74550311
17.39477858,17.02406758,16.78254178,18.63820368,16.51168421,17.0060238,18.20496381,17.60171297,15.82018994,15.86465439,17.38599841,18.99935527
18.80636217,16.11722676,17.32675745,17.93358413,17.66666396,16.40036507,18.5839832,18.13084714,17.59838492,16.35918606,16.95311068,17.48064817
17.10104748,18.21086335,19.97449029,18.8016148,17.39381867,15.95501917,16.32414776,17.98950187,16.6917072,17.03346534,17.66469469,19.62587517
17.08045276,21.20099358,19.4793888,18.20668948,21.42763593,21.97988663,19.94993667,18.68827085,20.01115529,18.7881722,19.41862176,18.4846022
17.93252316,20.29192069,18.81913227,16.72347332,21.13880582,17.38158425,19.14248468,15.04195615,17.89363761,16.91633172,17.90149568,17.59725352
20.09878248,18.62375632,20.45757728,18.31458438,20.39392765,20.30701486,17.82514455,15.31175248,17.1241464,21.33999259,18.43230958,19.84816355
17.41016511,17.10694516,17.09566982,16.2021494,17.54048048,17.87144182,16.97603829,15.48160042,15.98486769,17.19285673,16.37067695,15.1685483
20.44002629,17.19664725,16.25891899,17.74860753,17.65742832,17.34975747,21.36546998,21.9116498,17.16949078,18.99699449,16.97290758,18.57508255
18.33103876,17.22705738,17.22185577,17.56879899,16.74614993,19.48568694,19.25946126,20.4226769,21.29098507,17.36154712,19.22141735,18.9193081
15.87376703,18.77028118,19.42343612,16.79212399,19.051557,18.30811863,21.14257148,19.52577065,17.61182332,18.43140306,19.00329892,19.20321751
17.2944812,21.23340549,18.18906446,16.61189763,21.10717129,20.91373965,17.12898234,15.46434303,19.63165811,19.4846774,17.29128775,21.82653285
18.47599569,17.12774232,16.14481448,17.65750236,19.42798444,15.68305821,17.67807794,17.22148184,18.44673399,16.97599414,16.81609,18.37631143
16.02473254,15.40691775,17.76822201,15.95136159,13.53854744,17.23988283,16.98559857,19.24531966,16.05354605,17.77076231,17.9084325,15.30935459
18.26346638,16.77404563,15.70659832,19.92041415,16.99677677,18.34072461,18.75522409,18.61669479,18.43860128,18.71839189,16.3437364,17.57927331
17.39844774,17.31050301,14.91179786,15.54226473,16.59156012,17.13385455,16.09030565,17.31594932,20.76233013,18.23975878,13.6662956,18.94738316
16.8361989,16.96124333,18.66785599,17.90672794,18.57016424,18.09145081,19.81061264,18.43395187,17.51218952,18.322662,18.21628019,18.65110799
20.02802101,19.45513746,17.94179371,20.36443291,18.53716357,15.44927347,16.16714065,19.728798,18.20299229,18.45689396,18.53500886,19.96143531
21.54320843,16.82692358,16.95069276,18.89042485,17.84807327,15.88400326,19.17899672,18.06951063,16.9345481,17.71255639,17.65539564,17.26273987
18.47313422,18.63837657,17.42919736,16.15720374,17.21267907,16.28939503,15.09031533,16.39527681,18.96460619,21.99486079,17.98968673,16.24350528
16.61236417,16.36013104,19.2142074,15.32139307,14.7646886,16.93151906,17.75295507,16.30863361,15.45319753,17.91649567,17.10252592,17.13646289
18.18602215,15.4960762,19.8309268,14.57252501,14.85042319,16.76208851,19.30093158,16.88991324,17.76835652,16.62336581,20.84860205,19.29611152
16.46356429,18.99949671,18.20939392,19.50119786,18.11542878,16.29209198,16.62277434,16.10284054,16.49122062,16.30180898,18.55627252,16.17658017
17.43567036,17.23135938,18.30062114,15.50030655,19.15292051,16.37571928,20.99677249,18.64659161,17.39702561,16.17291029,18.98445925,17.60484777
18.33675037,15.47942328,16.4586376,17.56411934,17.93974181,17.99887209,17.50296489,17.25039958,17.36277302,17.4662952,18.86323549,20.40953984
19.3234069,18.05543244,18.26067254,16.92703876,18.69742224,16.11971869,16.71911033,20.1636759,18.03569194,16.79474628,17.99109325,18.30067822
19.63351582,17.53633773,18.06422115,17.48205843,15.67275399,20.9361873,18.95449167,18.5851865,18.98222106,18.86903466,18.56340636,19.18407815
16.37647781,16.98464557,16.38337174,17.021607,15.2537107,16.22433949,17.63425721,20.85188919,17.89522006,17.60036265,15.94964107,19.52905378
20.75557375,21.02337069,18.14937625,20.63528616,17.35264822,19.33139982,18.84658152,18.68835644,18.2324416,18.56484978,19.06809413,20.0508832
16.03769105,16.91606078,17.05641257,18.4156008,15.88309426,18.81564717,17.27799753,18.23479575,16.53124578,16.58081858,17.71972233,17.87570305
15.32625651,16.76542946,19.75877597,16.19770592,16.96245009,15.87610947,18.51498078,15.95614454,16.84104372,16.68753445,18.48268828,18.05690249
18.65178749,15.64558747,18.37159593,18.65114098,18.37678672,18.10525863,20.08477689,17.79065612,16.23675081,17.96020797,18.34394981,20.22433689
16.10657746,15.82736512,17.85065587,17.41587304,18.77308787,17.20660229,17.63603878,18.83511057,17.57205758,16.02028525,16.47020817,17.94022921
18.08186063,16.8041901,14.91518362,16.19355461,15.98517955,15.97184932,18.38060991,18.89460704,18.90196975,16.03844297,15.52169149,16.50704391
17.41710607,14.92039507,15.45404038,17.28771674,15.66047165,17.8815393,15.55343816,18.58107667,16.67985731,17.83703315,15.67450081,16.37629823
18.87645006,19.1297243,19.88981136,17.33603944,17.1823719,17.83875947,17.23046309,16.63978557,19.25483166,16.48201904,17.1000345,19.33832397
17.26024498,18.50164948,18.38705707,19.49084578,16.18618972,18.22666435,15.73791916,16.18921242,15.49522252,17.05503459,15.73768815,16.641222
20.28564601,18.48732532,16.17006931,19.3254948,16.31537291,16.47863537,17.31740869,20.88053086,18.49567764,16.68220273,16.88521597,19.84176303
21.59217325,15.35463394,18.43537287,19.18132805,17.25687393,18.37207748,20.54126531,21.33582889,19.10782249,19.2863022,17.84806055,16.8401713
18.93199209,16.47471793,17.80359843,19.57463669,17.80678437,20.4499358,16.54762213,18.25907181,17.26112533,17.5429488,18.31445155,17.96526574
18.49964974,17.97633327,18.16947324,17.8648707,19.6352749,20.30067192,20.12097017,17.52102928,18.78057731,18.07357472,16.97068375,17.96861721
20.77346106,19.43414447,19.34482812,16.31553813,18.21333863,17.4645459,18.38215403,18.68322042,22.25109656,19.35676425,21.34239918,19.73701661
17.77118686,21.29337001,18.17067127,20.87490583,19.39758366,19.14737677,15.34118364,15.88151432,17.39914625,16.84702509,20.31778715,17.96510815
17.11352925,18.76997465,17.94477968,16.83778773,18.30587578,17.18379696,18.7124295,18.91704762,18.89063074,18.44711833,20.66347233,17.31305004
20.15832286,17.99923657,19.60342079,17.83627971,17.96681034,17.5106496,17.46215691,15.90352492,19.2244139,19.35206302,19.67593243,17.27361952
16.47936756,19.2295204,17.42948165,17.68803137,17.58465391,17.59117036,17.57292108,19.13406895,19.50288268,16.68087463,20.33111906,18.10986654
17.80969445,18.69500326,20.52654392,19.56751112,19.97938374,20.82687613,19.89911057,15.32032541,17.90859659,18.987594,19.34862429,18.2509152
18.92494224,17.87422406,19.04581321,16.59438752,18.72833898,15.51798746,17.02377377,17.42788353,20.32803385,14.72678544,19.35423988,18.9252884
17.9439318,16.79246593,18.27206698,19.53272871,18.21558477,17.75586046,19.20051908,19.0037864,16.66632724,18.53625235,16.51540325,16.5797677
19.27126491,17.03105755,16.92574955,19.26542866,19.7702972,19.21668123,18.4080009,15.87320934,17.17677098,17.47702679,17.72245824,15.97736044
18.0059118,18.41073698,18.59021166,16.79427891,16.97356468,14.77941461,16.72149589,15.28213816,18.11099585,17.92826172,17.17655158,14.41608392
17.71871061,18.94686522,19.2169558,18.53246127,17.0628452,19.07996085,21.14807176,18.79530201,16.40066586,20.27478023,18.14955022,19.01144671
18.96526988,15.29797132,16.58945648,14.96137745,21.55968387,16.61453422,20.7124293,17.62831749,15.10446994,15.69703228,17.52462785,18.0790561
18.5400519,18.08575153,19.98144042,20.40264812,16.9238804,21.66342373,17.76937504,20.80531821,17.974429,19.26342601,19.49444642,18.31888266
15.42780559,17.10783619,18.47447823,17.39064356,16.70911303,17.19923597,17.57038899,18.32884564,17.45914068,20.61549726,17.33682172,15.83067162
18.47581902,16.59280676,18.59438703,16.52212064,17.37999714,16.89597293,18.61228879,17.05400055,18.58286855,19.55622031,19.09216226,18.58027497
16.88999327,15.92425592,17.55658343,17.98305393,16.78916379,18.97928426,19.07230222,18.1776022,17.90651653,18.11598446,18.65463973,19.94106923
16.70744531,18.29477581,19.50276929,17.03460662,17.93460487,19.44687429,19.44403059,18.27911345,17.88841157,19.06924649,18.55661347,19.36545802
16.92404669,17.61829399,17.66621188,16.62812667,15.6703189,15.60642191,18.1918495,19.54767201,15.52417109,17.57665816,15.78128991,17.99522504
18.6025182,17.6482717,16.91181262,18.48593012,19.22848836,17.89257124,18.74719891,17.03154307,18.54441366,18.1314927,18.69264607,19.93647511
18.06083391,19.17951143,17.8680761,19.98256755,17.64329175,19.41876298,19.52381573,20.47024374,21.54797948,20.7398,19.27919675,18.67521058
15.72400491,17.19816057,16.36934438,18.74090696,19.5872334,19.79907263,18.5920481,17.47041532,16.78400863,16.72438893,18.51421578,14.78158726
16.48286241,14.64785904,17.56874961,17.99699905,18.30894551,20.91192141,18.22728068,19.91605912,17.02250481,16.755396,17.99805963,16.26123602
19.38267655,18.70050298,18.5049629,19.65624775,16.53697561,17.8348303,18.08988168,18.27421243,14.74336941,19.44596732,17.7712267,15.99660345
20.63499022,20.96352669,18.52923263,15.73112749,17.15072225,20.52158581,18.38218146,18.92575538,20.86183572,16.97312145,20.02608391,17.94171585
20.32241529,19.20372602,20.35605074,21.61741253,16.72917169,19.25091794,20.24811017,18.98831709,19.39130207,20.96579072,22.24926705,20.58049333
19.06484793,17.0671305,16.8687176,20.11861735,18.05169817,16.31120881,16.99998449,18.24955186,18.65477263,19.45023783,15.88141595,17.15719174
16.20403471,18.46275335,19.19608355,17.19312793,18.60916047,17.6015941,18.59799851,16.36669732,18.38478449,18.93073341,20.17112338,15.81895615
19.02711328,18.63176709,17.98143144,18.79811752,18.94968434,19.8772472,18.68819139,18.94212366,17.44600291,17.441492,16.4858188,17.08522238
17.75221724,16.05340091,18.50784114,17.41486522,17.85096672,19.21167524,15.19492312,15.89738272,16.34622751,16.4354561,16.59969472,16.08254735
16.49236227,18.10480686,16.21110236,14.57488014,16.48998666,17.28459662,17.40320936,14.8905168,15.37826745,15.46637755,15.32478386,19.541447
19.35121426,19.28870547,18.71810313,18.61482671,18.83115152,17.3091144,18.48068724,15.16980868,18.66576927,17.63196194,20.08683005,20.06749712
17.33078878,16.79035719,18.28704674,18.49284,19.46595685,20.00802721,19.20010847,18.66334353,18.05069519,18.86038338,18.41298308,19.33475889
15.96498265,16.57429027,18.0991667,16.94310675,17.76071691,14.77627332,19.41748253,18.53468239,17.3012731,17.38530442,17.5462806,17.36995674
16.78379598,16.84640441,18.24979031,17.02254357,20.40816995,17.72537393,17.49981425,17.47050088,15.01517232,15.13194473,16.38925774,14.65746043
19.1871677,20.2017281,20.21093377,14.74428902,17.78646206,19.42693777,19.88430178,15.37246618,15.51588146,17.2394243,18.9902399,19.6483575
20.31687241,19.68672867,17.97672211,18.52099352,18.98302814,19.07023217,19.40603073,18.80198279,18.07944342,16.66899916,18.00408542,18.68905077
17.79313866,17.30795533,18.36463101,17.54585079,16.2608597,14.40618174,19.34714564,19.79426841,17.13738638,19.84073128,17.77533519,17.6587853
21.54865808,19.13376543,17.18700869,18.75183673,21.05854615,18.39621047,19.67009539,18.708723,17.67354702,18.3088827,18.92386288,19.69785081
16.75524526,16.12211878,14.197024,17.54382822,17.40761338,15.28581769,15.77963934,18.01795147,16.3024594,16.05616998,14.41753355,15.86404735
18.76517356,20.02986383,17.82931181,20.09132111,18.64735537,19.92259859,16.21746819,16.75560835,18.97258916,18.19311565,17.89169324,18.45003408
17.78233843,18.11268665,18.20776894,14.54286406,18.41030868,16.553583,17.55583458,15.82898212,17.52590181,18.09805571,16.96848421,18.59895315
16.7530824,19.6654928,16.78748784,15.49086479,19.85625292,19.07612607,19.56191718,15.49817558,19.13734253,20.53791631,15.41180708,17.29107341
17.22395949,20.63455342,17.79795123,20.60709972,20.46905002,17.45634603,17.80479271,17.01350455,17.54413568,17.09320079,20.26861541,20.44008769
18.04820368,18.49839394,16.48046323,17.22084118,19.58408928,18.64323068,16.22280937,15.51854459,16.54773495,19.18074172,16.08530203,16.58405648
17.62230181,18.3202638,16.70805209,18.49963274,20.66077274,18.35655174,18.48875188,15.52020806,17.20516028,19.87743566,19.45822361,16.5819337
16.32114872,19.15744295,16.16860716,19.0576035,18.79188894,15.95824426,17.01570875,18.08757973,17.614045,14.62447812,17.99297658,18.21727887
18.07092633,18.80614214,18.17857666,19.46081569,17.69679106,18.64007153,15.79885218,19.89689764,18.52361357,20.44069682,15.63085805,17.42004429
19.94249358,18.28052039,16.78894572,17.03866762,17.59925174,18.24898353,15.3430222,18.14923958,16.54254142,17.08491425,15.55383517,18.11970332
19.97938474,17.551673,18.48392455,18.51129675,20.92405109,18.02125352,17.59481214,18.54482557,18.41346172,18.26962263,18.42635124,17.66165106
19.65775963,17.33198384,17.7816574,19.97886407,18.81725716,16.50655713,17.63801801,18.55570042,16.51346271,18.96309254,17.00830326,16.93527705
16.84483916,18.73537868,16.61094829,18.11869033,19.92429243,15.38914851,15.12319552,18.65719097,19.49386519,15.63753723,17.6952378,16.33908609
18.86629415,17.98826435,18.40464774,16.88377323,18.00279079,15.09828013,16.84720361,16.9346301,16.72404922,18.22655375,16.85676563,17.12098102
16.29768508,18.43761201,17.97686414,17.02301996,20.0554893,15.23655749,17.04203028,19.24309427,17.44607212,18.29090942,17.1472371,18.25695101
17.33173508,17.55166299,16.8959185,18.8954042,19.16833766,18.28717701,19.32764092,21.23902603,16.96590806,19.70145423,18.01404672,18.50286012
17.42881011,18.04244953,17.5412256,17.91806094,17.21065055,17.94499134,16.03340946,17.72564472,18.80576877,18.52909279,17.10286805,21.44780785
17.34487229,19.81676217,18.49719323,18.16621786,18.5800879,17.59280895,16.41420831,17.37728535,18.56085114,18.93665383,17.43695757,19.10374346
18.37667909,17.87722219,17.26020606,18.00651189,18.31086246,17.61480458,18.70846678,18.51332806,18.37674478,16.23565773,16.089525,19.75561111
18.67693062,18.15453932,17.14479755,18.28054772,16.12247028,17.25086374,18.95482514,21.37924754,20.19999293,18.12832839,17.68072727,17.23866411
19.22165621,20.6538665,20.54645911,19.62557713,19.08476083,19.5516902,19.89877451,18.91303597,20.07020891,19.99724108,20.22354661,20.58714386
19.1951622,17.86923573,18.8624306,15.45923736,18.54385961,19.24756893,18.60684698,18.20605498,18.56244094,17.6727595,20.0035288,17.88188636
20.05773878,18.41574772,19.11112193,15.91840713,19.47217813,18.91770644,20.69164811,18.27669217,20.10537495,17.51529834,20.04468884,19.44759399
17.17425752,16.57116614,18.66494194,18.60829663,17.4251147,16.97753553,16.83556267,18.93940853,18.41391343,19.29128731,18.91948891,18.2612588
17.51146755,17.24941052,18.67827328,15.28816974,16.2753427,17.66019463,17.53384427,17.14164454,17.91602894,17.5545922,17.4826785,16.58529582
19.49971989,16.58198811,17.04945789,18.7185383,19.1943049,18.74953511,17.38274128,15.28342768,17.06863678,18.23216102,15.23267877,14.89591735
17.7608598,20.54938547,18.03696602,16.3740909,18.0386664,16.17068622,18.53153732,19.2504862,17.94877522,15.9093014,17.47389819,16.29788595
17.76329043,17.15485925,14.93656538,17.27795085,18.66286252,16.72434746,17.40614372,18.43887264,18.51528522,18.12691012,17.58701447,17.13111464
20.75259054,18.45521503,18.71753623,19.36787993,17.88688589,17.48946758,20.18031568,19.50546739,17.91719349,19.61390787,21.18240814,19.03827619
