caseids,content
3620257 鹿 省长 您好 为什么 我们 11年 退役 安置 补偿 金 还 没 发 下来 当地 民政局 总是 一 推 再 推 说 什么 钱 没 拨 下来 按照 有关 规定 应 在 退役 六个 月 发 下来 别的 省份 的 战友 早就 领到 了 可是 我们 当地 却 迟迟 不 发
3620264 4月 6日 晚 7点 30分 在 景德镇市 昌江 广场 一个年 仅 4岁 的 花样 孩童 掉 入 广场 中 人工湖 内 生命 瞬息 终止 据悉 此 湖 曾经 有 10多位 孩童 落水 群众 也 曾 多次 向 管理 部门 领导 反映 但 一直 都 没有 采取 任何 防护 措施 广场 管理 部门 领导 不 作为 作为 普通 公民 深知 与 国家 行政 管理 部门 相比 是 弱势 群体 希望 省 领导 亲自 过问 给 逝 者 家属 一个 合 民心 顺 民意 的 答复
3620265 我 是 德兴 市 绕 二 镇 重 溪 村 村民 2月 26日 反映 的 光缆 影响 建房 问题 在 上饶市 市长 热线 和 市政府 的 过问 下 4月 2日 联通 光缆 已 改 线 问题 已经 得到 解决 本人 在 此 深表 感谢
3620271 尊敬 的 各位 领导 您 们 好 据 广大 人民 群众 集中 反映 南昌市 西湖 区 桃花 工商 分局 藏身 一 小巷 深处 的 居民 楼顶 就 像 一个 黑窝 点 长期以来 桃花 工商 分局 门 难 进 脸 难看 话 难听 事 难 办 多 无 多 乱 多 难 腐败 现象 突出 让 办事 的 人民 群众 叫苦不迭 深恶痛绝 例如 工商 分局 楼下 门口 不 挂 牌子 路口 没有 指示 标志 工作 人员 不 穿 制服 办事 人员 无 证 上岗 不公 示 姓名 不 出示 收费 罚款 依据 工作 人员 滥用 职权 以权谋私 乱 收费 乱 罚款 乱 作为 不 作为 工作 人员 态度 蛮横 故意 刁难 漫天要价 办事 推诿 敲诈勒索 吃 拿 卡 要 等等 希望 有关 部门 和 领导 同志 加以 重视 关注 民生 着力 整顿 行政 执法 队伍 改进 行风 政风 建设 美好 江西 谢谢
3620272 尊敬 的 鹿 省长 这 几年 感谢 党 和 政府 关心 水利 事业 全省 到处 兴修 水利 老百姓 确实 感受 到 党 和 政府 的 英明 决策 但是 走 在 田间 地头 到处 是 豆腐渣 工程 纪委 和 业务 主管 部门 不 是 不 管事 因为 我们 江西 的 水利工程 定额 几年 才 调整 一次 到 目前 为止 人工 工资 才 二三十块 钱 一天 而 实际 现在 请 个 小工 都 要 100块 一天 了 企业 他 不 可能 带 钱 来 做 公益 所以 也 只好 要求 做 出来 的 工程 之 要好 看 不 讲 质量 为了 我们 江西 的 水利 事业 确 确实 实 是 利 国 利民 的 民心 事业 请 我们 的 父母官 鹿 省长 督导 一下
3620277 我 是 江西 机电 职业 技术 学院 的 学生 我 向 您 反映 三个 情况 一 学校 教材 问题 学校 本 可以 选用 其他 高校 的 好 的 教材 为什么 学校 要 然 自己 的 老师 编写 教材 学校 自己 的 教材 错 漏 百出 例如 C 语言 教材 董 加 敏 主编 的 11级 学生 用 的 教材 连 老师 都 不 用 这 本 书 还有 高 等 数学 教材 也 是 好多 错误 其他 教材 都 有 这 让 我们 怎么 学 而且 多 收费 大 二下 学期 机电 一体化 专业 的 学生 只 有 5 本书 一共 128 8元 学校 收 了 150元 大 一下 学期 5 本书 学校 收 了 300元 说 了 多 退 少 补 就 没 见 他 退 过 二 国家 励 志 奖学金 助学金 的 名额 推选 问题 都 是 班主任 说 的 算 班主任 从中 收 红包 国家 的 政策 没有 正 真 的 落到实处 三 学校 食堂 卫生 问题 您 可以 找 人 到 学校 食堂 后面 看看 食堂 小吃部 后面 很 不 干净 而且 洗 碗 也 不 干净 更 糟 的 是 菜 都 不 洗 就
3620278 尊敬 的 省长 您好 我 是 抚州 南丰县 洽 湾 镇 加 津 村 一名 党员 我们 全村 一千多 人口 加上 周边 村 的 很多 人 自古以来 一直 要 靠 船 渡 进行 生产 生活 还 有 学习 给 老百姓 造成 极大 的 交通 不便 和 安全 隐患 特别 是 春 夏 洪水 季节 人流 大 学生 多 河水 湍急 加上 河面 长期 采石 挖沙 极 易 造成 船 翻 人 亡 的 重大 事故 可 多年 向 上 反映 无 果 难道 真 要 等 到 出现 重大 事故 的 那天 才 能 得到 重视 吗 南丰县 城 短短的 三公里 就 有 五座 大桥 基层 老百姓 延续 了 几百年 的 出行 方式 却 得 不 到 改善 和 隔壁 南城 县 的 做法 大相径庭 希望 这 条 建议 能够 得到 省长 大人 的 重视 这 是 几千 老百姓 的 心声 我们 是 多么 希望 政府 建 一座 爱民 桥 造福一方 百姓
3620281 鹿 省长 您 辛苦 了 今天 看到 你 在 网上 的 留言 回复 达 二百多条 实在 是 为 民 的 父母官 我 是 江西省 鹰潭市 周 塘 村 妇 鹰潭市 研究 在 周 塘 村 附近 修建 高 铁 我们 村民 都 非常 支持 非常 高兴 我们 村 非常 积极 地 配合 上级 工作 动员 村民 将 一千多亩 地 出卖 结果 将 紧 领 高 铁 的 地块 以 罕见 的 低廉 得 匪夷所思 的 价格 卖 了 二千万 村民 人均 只 分得 一万多 村民 现在 人 心思 变 觉得 其中 必然 存在 贪污 腐败 中饱私囊 的 行为 望 鹿 省长 大人 费心 彻 查 给 村民 一个 说法
3620285 鹿 省长 您好 我 是 昌 九 集团 江 氨 分公司 一名 职工 我 公司 于 2012年 12月 31日 改制 我 公司 有 三百多 职工 继续 留 在 原 公司 工作 并 承诺 继续 为 我们 缴纳 医 保 社保 但 公司 却 给 我们 办理 了 失业 保险 手续 让 我们 领取 2年 失业 险 作为 一 部分 工资 公司 再 给 我们 发 一 部分 金额 作为 我们 的 工资 我们 认为 公司 这样 的 做法 既 不 合理 也 不 合法 多次 找 公司 领导 反映 都 遭到 领导 间 互相 推诿 现 特 向 省长 反映 我 知道 省长 不 可能 会 亲自 看 这个 姑且 试试 吧
3620286 尊敬 的 省长 大人 我 是 上饶市 信 州 区 怡和 楼 小区 的 住户 我们 这个 小区 常年 无法 正常 供水 这里 的 住户 用水 一直 很 困难 向 市长 热线 多次 反映 也 多次 去 信访 局 和 房管 局 反映 也 多次 向 市 自来水 公司 反映 可是 得到 的 结果 是 一直 没 得到 处理 用 水 问题 依然 存在 那 这次 温 总理 说 要 让 大家 住 上 放心房 和 满意 房 这样 的 无 水 小区 怎 能 让 我们 安心 啊 更 别提 满意 了 真 的 希望 省长 大人 以 抽空 处理 了 这个 问题 我们 太 难受 了
3620294 近年来 其他 方面 的 法治 工作 均 取得 一定 进步 但 和 计划生育 方面 相关 的 法治 工作 自 去年 以来 却 越来越 糟糕 无论 是 基层 政府部门 还 是 上级 部门 往往 无视 法律 法规 和 基本 人权 从 没有 准 生 证 不 开 出生证 没有 上 环 证 不能 交 医疗 保险 上 小学 不 给 报名 不能 登 户口 等等 等等 不一而足 到 农村 二胎 户 被 强行 结扎 特别 是 强行 结扎 无异 于 人身 绑架 给 农村 妇女 身心 造成 巨大 伤害 本 以为 这 只 是 基层 干部 粗暴 执法 但 实际上 这 都 是 地方 领导 强力 推动 的 结果 有人 因 无 准 生 证 不 给 登 户口 咨询 投诉 于 省 公安厅 省 厅 均 以 公民 应 支持 计划生育 答复 可见 上级 部门 也 是 支持 默认 这些 不法 行为 的 希望 领导 能 关注 此事 改变 这 一 现状
3620297 鹿 省长 您好 打搅 您 了 在 此 和 你 反映 毛 岩 村 2 5公里 农村 公路 没有 硬化 我们 村 曾 多次 和 您 反映 过 但 当 地县 乡 村 针对 此 问题 态度 非常 差 嵩 峰 乡 村 领导 没有 到 毛 岩 村 了解 情况 不 解决 实际 问题 没有 把 当地 38户 老百姓 的 生活 生产 放在 心上 民生 理念 树立 不 牢 对 省政府 关于 农村 公路 硬化 会议 指示 不 落实 存 在 七 上 瞒 下 特别 是 毛 岩 村 党支部 书记 丁 XX 在 今年 2月 17日 到 毛 岩 村 说 要 硬化 该村 公路 可以 每 人口 出资 5000元 不然 就 不 解决 公路 硬化 问题 下次 谁 敢 向 省里 反映 我 就 收拾 谁 他 经常 搞 上 有 政策 下 有 对策 多次 威胁 毛 岩 村 百姓 这 条 2 5公里 公路 对 毛 岩 村民 来说 十分 重要 还 望 您 省长 帮忙 解决 明 查
3620309 尊敬 的 鹿 省长 您好 我 是 莲花县 闪石 乡 洞 背 村农民 今 向 您 反映 如下 问题 洞 背 村 井 屋 村 和 太 源 村 三个 村 交界处 有 一个 大 溶洞 名叫 石 城 洞 洞 内 有 20多个 奇观 如 玉兔 望月 寒 洞 飘 雪 净土 丛 莲 龙岩 踞 狮 等 据 县志 记载 古代 大 地理学 家 徐 霞 客 也 慕名 游览 此 洞 并 赋诗 赞 曰 天下 之 美 皆 在 此 早 在 五百年 前 明朝 重臣 刘 元 卿 就 安家 石 城 洞 筹资 开发 先后 达 30多年 建 有 云 楼 石 馆 等 很多 建筑物 成为 当时 全国 的 理学 倡导 中心 几百年 来 为 周边 县 市 人们 游览 观光 的 胜地 县政府 网上 在 2002年 将 石 城 洞 列为 受 保护 的 风景 名胜区 但是 前 几年 莲花县 惠 金 公司 没有 经过 村民 同意 和 省市 两级 国土 部门 批准 也 无视 县政府 的 规定 就 投 巨资 在 石 城 洞 景观 集中 的 部位 办 大型 采石场 日产 千吨 碎石 用于 水泥 生产 正在 给 石 城 洞 造成 毁灭性 的 破坏 莲花县 是 全省 石灰岩 储藏量 最 多 的 县 为何 要 破坏 旅游 资源 前 两年 贵阳市 等 地 先后 有 两个 旅游 开发 公司 来 考查 并 有 意愿 开发 石 城 洞 但 因 采石场 致使 这些 公司 取消 开发 计划 打 马 回 府 去 了 村民 们 看 在 眼里 痛 在 心中 三个 村 的 村民 先后 多次 联名 向 有关 部门 领导 反映 并 请求 关闭 采石场 保护 石 城 洞 结果 采石场 不但 没有 关闭 反而 越 办 越 大 我们 村民 大失所望 石 城 洞 是 不可 再 生 的 最 具 旅游 价值 的 资源 是 我们 三个 村 开展 乡村 旅游 增加 收入 的 聚宝盆 特别 是 武功 山 南麓 安福县 境内 正在 进行 旅游 开发 这 将 给 地处 武功 山 脚下 的 石 城 洞 的 旅游 带来 美好 的 前景 为 此 我们 三个 村 的 村民 跪 求 省长 恳请 您 在 百 忙 中 过问 我们 以上 的 火 急 请愿 尽快 关闭 违 规 的 采石场 保护 石 城 洞 风景 名胜区
3620313 省长 您好 关于 上饶市 广 丰县 嵩 峰 乡 毛 岩 村里 毛 岩 有 一段 2 5公里 公路 没有 硬化 去年 10 月份 曾 和 您 反映 过 但 当 地县 乡政府 一直 没 人 去 落实 村民 且 多次 向 县 乡政府 反映 每次 得到 的 回 应 是 态度 很 差 经常 找 不 到 当地 乡 政府 工作 人员 毛 岩 村民 住 户 有 38户 因 公路 没 硬化 造成 当地 百姓 生活 生产 不 方便 还 望 省长 您 帮助 解决 感谢
3620316 尊敬 的 省长 您好 第一次 发现 可以 采用 这个 渠道 和 您 沟通 我 前 几天 来到 了 高 安 市 伍 桥 镇 的 联合 丁 家村 当时 我们 打算 开 着 私家 车 进 村 没 想到 那里 的 路 实在 太 难 走 了 车轮 都 深 陷 其中 全身 都 会 沾满 泥 巴 没 办法 最后 我们 是 走路 进去 的 在 那里 问 了 几个 村民 具 他们 介绍 村里 的 道路 一直 都 是 泥巴 路 晴天 还 没 啥 问题 一 下雨 就 不行 了 路 滑 别 说 开车 平时 想 骑 摩托车 就要 小心翼翼 的 要不然 就 很 可能 栽 到 路边 的 深 树林 里面 现在 村里 年轻人 都 外出 打工 仅 剩下 一些 年纪 大 的 老人 在 家里 平时 生病 都 没 人 照顾 村里 没 诊所 看病 都 是 个 很 大 的 问题 老人 自己 没法 骑 摩托车 赤脚医生 也 懒得 进 村 看病 大 医院 更 不 会 为了 一个 病人 跑 到 乡 下去 受 他们 委托 让 我 给 省里 反映 情况 希望 省里 给予 重视 给 村民 一条 好 路 拜托 了
3620320 尊敬 的 领导 您好 我们 是 社区 劳动 保障 协理员 平均 年龄 30岁 分 宜 镇 6 人 钤 东 办事处 2 人 这 封 信 我们 迟疑 了 很 久 才 执笔 感谢 您 在 百 忙 之中 阅读 我们 的 来访 信件 我们 十一个 人 是 经过 严格 的 笔试 面试 和 计算机 考试 进入 社区 工作 的 而 现在 由于 待遇 太 差 有 三位 已经 辞职 应该 说 我们 这 一批 算是 年轻 的 社区 工作者 针对 我们 的 情况 反映 如下 一 工作 职能 我们 的 岗位 虽然 是 劳动 协 管 员 但 从事 与 社区 干部 一样 的 工作 职能 例如 管 党 建 综治 计划生育 等 其他 工作 我们 已 在 社区 工作 两年 多 对 社区 的 情况 非常 熟悉 计算机 操作 熟练 能够 胜任 社区 的 各项 工作 也 正 因为 如此 我们 一直 坚守 自己 的 岗位 希望 有 政策 转 社区 编制 二 工资 待遇 我们 的 工资 比 最低 工资 标准 都 要 低 三类 区域 730元 月 每月 700元 扣除 社保 143 月 扣除 绩效 工资 50元 月 我们 每月 领到 的 工资 是 500元 左右 公益性 岗位 工资 是 按 社区 干部 工资 标准 制定 的 如今 社区 干部 工资 是 850元 月 另外 每年 民政 还有 一定 的 补贴 虽然 我们 在 社区 工作 但 比 社区 干部 待遇 差 远 了 我们 都 上 有 老 下 有 小 这 点 工资 不够 养活 自己 更何况 一个 家庭 而且 从 侧面 了解 到 与 我们 同样 性质 由 公安局 招聘 上岗 的 巡逻员 已 加 到 900元 不管 相对 素质 学历 我们 都 占有 优势 而 不 平等 的 待遇 让 我们 处于 非常 尴尬 的 位子 三 工作 期限 原来 我们 的 合同 期限 是 2年 每 一年 一 签 2年 过去 了 期待 的 第三年 来 了 可是 又 在 2012年 10月 13日 让 我们 签订 了 与 两年 前 工作 性质 和 待遇 一样 的 劳动 合同 我们 的 希望 又 一次 破灭 了 也 不 知道 这样 的 合同制 什么 时候 是 个头 十八 大 的 召开 习近平 总书记 的 2013年 人员 工资 翻番 的 发言 鼓舞 人 心 也 让 我们 看到 了 希望 可 是 这样 的 好 事 又 会 不 会 轮 到 我们 呢 四 工作 性质 针对 我们 的 这种 工作 性质 曾 咨询 过 劳动局 他们 的 说法 是 劳动 保障 员 归 社区 统一 管理 我们 一行 人 又 找到 了 社 工委 社 工委 的 推辞 是 公益性 岗位 要 由 县里 统一 安排 这样 的 说法 也 没有 错 可是 大家 你 推 我 我 推 你 我们 连 一个 说话 的 地方 都 没有 现在 也 就 没 人 管理 啦 而 有些 领导 的 亲戚 反而 没有 通过 任何 考试 途径 直接 安排 进来 与 社区 干部 一样 的 编制 这 让 我们 看到 了 不 公平 的 待遇 在 这里 我们 连 一个 临时工 都 不 如 最 起码 该 有的 待遇 临时工 是 一半 而 我们 却 一分 拿 不 到 习 总书记 上台 后 严惩 反贪 反 腐 这 难道 不 是 其中 的 腐败 嘛 所以 恳请 领导 根据 我们 反映 的 实际 情况 给予 我们 一个 解决 办法 在 社区 队伍 需要 不断 壮大 的 同时 请 优先 考虑 安排 我们 这 批 人员 我们 将 不胜 感激 全体 社区 劳动 保障 协理员 2013 01 18
3620322 尊敬 的 领导 现 特 向 您 反映 一些 基层 干部 违法乱纪 的 腐败 行径 浮 梁 县 境内 大部分 村委会 整年 都 没有 一分 钱 的 经营 收入 那些 村支书 村主任 每月 工资 只 有 一千元 左右 他们 每天 过 着 高档 生活 舒适 的 享受 如 住 的 是 县城 的 房子 行 的 是 自 购 的 小汽车 吃 的 是 酒店 饭馆 名牌 香烟 穿 的 是 上 千元 的 衣服 玩 的 是 一场 输赢 几千元 上万元 的 牌 场 享乐 的 是 出入 高档 的 足 浴 城 歌舞厅 一年 个人 消费 最 少 十 来 万 这些 钱 哪里 来 全都 是 对 县 局级 领导 行贿 套用 国家 的 项目 款 十万元 的 工程 做 五万元 的 事 五万元 的 工程 做 贰万元 的 事 有的 甚至 一分 钱 的 事 不 做 虚 开 发票 来 报账 同时 以 吃饭 购物 为名 套用 村 集体 的 款项 进行 家庭 开支 村 两委 如同 虚设 机构 村里 没有 任何 行政 财务 制度 村主任 无 任何 约束 一个 人 说了算 我行我素 这 也 是 有些 人 不惜 花 几十万元 钱 来 竞争 三年 一届 的 村主任 的 主要 原因 群众 多次 在 省 民 声 通道 大江 网 省长 信箱 市长 信箱 等 进行 反映 而 负责 处理 的 领导 全 是 县 乡级 领导 也 就 是 他们 的 关系户 进行 处理 也 就 是 意思 意思 应付 上面 而已 那些 村主任 还 是 官 居 原位 毫无 损伤 接下来 那些 举报者 的 电话 号码 真实 姓名 被 他们 了如指掌 有的 被 他们 用 钱 摆平 息 事 算 了 有的 被 他们 打击 报复 威胁 压迫 了事 现 在 中央 提倡 领导 干部 公开 财产 而 我们 这里 的 领导 干部 的 工资 与 其 日常 支出 和 消费 费用 出入 相差 十万八千里 这 明摆着 的 腐败 为什么 无人问津 党 和 政府 的 阳光 雨露 何时 才 能 普照 和 洒落 到 我们 这里 因此 我们 浮 梁 县 全体 群众 斗胆 请求 上级 领导 高度 重视 建议 尊敬 的 领导 一 在 浮 梁 县 范围 内 对 村级 至 县级 领导 干部 的 工资 及 财产 消费 进行 清查 二 对 各村 级 的 财务 收入 和 消费 进行 清查 追究 其 消费 去向 这样 就 可以 挖 出 那些 领导 干部 行贿 受贿 的 根据 三 对 工程 项目 进行 款项 与 工程 实地 核对 资金 与 质量 核对 四 对 近年来 群众 举报 案件 的 处理 情况 复查 核实 尊敬 的 领导 我们 全县 人民 期盼 那些 属 于 人民 和 国家 的 资产 不 要 再 落入 那些 腐败 分子 的 口袋 里 必须 查处 一个 处理 一件 治标 也 要 治本 期望 有 个 公平 公正 和谐 平安 的 良好 社会
3620323 江西 鸿 基 电机 制造 有限公司 是 骗子 公司 公司 自 2008年 开工 建设 到 现在 都 没 建成 车间 投产 公司 董事长 陆 XX 到 处 以 发包 公司 车间 员工 宿舍 工程 公司 机械 设备 吊 机 等 为由 到处 骗取 工程 履约 金 进 厂 费 我 是 2010年 12月 5日 与 该 公司 签订 建设 二个 车间 的 合同 交 履约 金 20万 开工 日期 2011年 元月 18日 竣工 日期 2012年 元月 17日 到 现在 都 没 开工 我 在 2012年 5月 提出 不 做 该 工程 开始 要求 退还 我 交 的 20万 履约 金 到 现在 都 没有 退还 给 我 请问 此事 能否 帮 我 协调 帮 我 要 回 我 的 20万 履约 金 谢谢
3620326 我 是 樟树市 林 科 所 的 退休 人员 退休 工资 从 2011年 7月 开始 没有 足额 发放 2013年 1月 14日 开会 传达 樟树市 公墓 建设 协商 会议 纪要 根据 传达 精神 林 科 所 退休 人员 改变 原来 事业 单位 工资 发放 形式 全部 进入 社会 养老 保险 按照 规定 从 1995年 开始 至 2002年 缴纳 社保 基金 我 是 退休 了 十多年 的 科技 人员 也 要 自己 缴纳 个人 部分 我 退休 了 这么 多年 根本 就 没有 缴纳 的 能力 因为 公墓 建设 林 科 所 所属 资源 未 得到 补偿 其中 二三百亩 油茶 林 遭到 砍伐 林 科 所 内部 管理 混乱 请 领导 调查 处理
3620329 省长 好 打扰 我们 是 师大 附 中 的 学生 家长 向 你 反映 一个 事 师大 附中 作为 重点 打 造 的 省级 名校 一直 培养 输送 许多 优秀 的 学员 为 江西 教育 事业 作出 杰出 贡献 位于 红 谷 滩 丰 和 北大 道 加油站 紧邻 附中 新 校 区 对 学校 师生 健康 构成 严重 威胁 感想 领导 的 英明 决 择 为 保障 广大 师生 身心健康 特别 对 尚 处于 青春 发育期 的 孩子 政府 曾 将 该 加油站 予以 紧急 关停 这 是 深 得 民心 之 举 然而 在 被 关停 近 两年 后 加油站 又 何以 能 重新 开业 再次 置 广大 师生 身心健康 于 不顾 加油站 如何 能 审批 建 在 学校 旁 这 本身 就 有悖 常理 请求 政府 将 该 加油站 予以 坚决 完全 关闭 并且 另 迁 他 址 以防 利益 驱动 屡屡 重蹈覆辙 我们 广大 家长 深 表 感激
3620335 今天 晚上 我 和 朋友 两个 人 去 南昌 购物 顺便 到 大 润 发 买 了 两袋 米 绑 在 手推车 上 乘坐 215 由于 上车 后 怕 影响 乘客 过路 把 手推车 放在 垃圾箱 边上 我们 坐 在 前面 一路 上 都 回头 看见 手推车 在 车上 215 到 了 南 钢 中学 车站 下车 后 我们 回头 一 看 手推车 不见 了 我们 赶紧 询问 车上 的 人 说 两个 女 的 刚刚 在 南 钢 中学 下车 拿走 了 我们 下 了 车 回头 去 找 已经 不见 踪影 立即 到 南 钢 派出所 报 了 案 南 钢 派出所 叫 我们 到 公交 公司 去 报案 他们 可以 配合 破案 我 恳请 政府 能够 下 大 力气 治理 社会 治安 问题 真正 从 根本 上 预防 和 治理 违法 犯罪 化解 不 安定 因素 维护 南昌 社会 治安 持续 稳定 让 南昌 的 偷盗 抢 现象 有 根本 的 改观
3620339 省长 您好 我 2013年 1月 2日 在 南昌 蓝天 碧水 移动 营业厅 办 了 预付 600元 手机 费 当时 在 消费 手机 交费 单 上 签 合同 可 在 他们 指 的 商场 消费 600元 消费品 不 知道 为什么 后 又 强行 停 600元 消费品 没有 了 你们 说 这 不 是 诈骗 吗 而且 不 给予 说法 请 领导 关心 一下 移动 公司 是 国家 企业 都 是 这 们 欺骗 老百姓 如果 在 这 之前 消费 了 的 钱 还要 消费者 给 移动 公司 交 现金 讲 讲理 啊 这里 有 法律 可 谈 请 领导 让 有关 部门 帮助 调查 一下 这 关系 到 老百姓 对 法律 的 信赖 周围 很多 老百姓 因为 不 知道 到 那里 去 反映 情况 给 电台 打电话 又 没有 人 接 过年 了 让 老百姓 心理 舒畅 一点 啊 大家 的 心理 话 谢谢
3620341 最近 一段 时间 老 是 听说 在 南昌 被 偷 被 抢 的 现象 时有发生 而且 还 是 明目张胆 地 去 偷 去 抢 21日 有 个 年轻人 下午 在 中山路 与 渊 民 路口 手机 被 抢 抢劫 者 抢 了 手机 跳 上 旁边 的 摩托车 飞驰 地 从 交警 身边 驶过 逃之夭夭 110 也 只 能 带 着 被 抢 者 去 报案 这个 月初 225 公交 车上 一个 学生 边 乘车 边 听 歌 手机 被 偷 当即 被 发现 在 一车 人 的 帮助 下 手机 被 归还 南昌 的 不法分子 越来越 猖狂 社会 的 不 安全 因素 给 南昌 创建 文明 城市 摸黑 也 难于 让 南昌 市民 的 正常 出行 人人 有 个 好 心情 希望 政府 能 下 大 力气 严厉 打击 违法 犯罪 行为 为 创建 和谐 平安 南昌 提供 真正 有力 的 保障
3620342 我 是 吉安 市 吉水县 双 村镇 高 家村 人 我 是 本月 14号 已经 向 省 信访 去 信 反映 过 此 事件 的 但 还 是 没 得到 回复 事情 是 我们 村 搞 个 什么 秀美 乡村 工程 要 把 我们 刚刚 装修 好 新 的 外 墙 房 进行 翻 刷 我们 是 坚决 反对 的 我们 是 建设 新 农村 规划 好 的 新房 根本 不 需要 翻 刷 的 而且 工程 就 是 个 豆腐渣 工程 我们 是 贴 好 瓷 板 的 他们 施工 是 用 涂料 进行 涂刷 用 不 了 一两年 就 会 脱落 的 到时 洗 不 干净 也 不能 彻底 的 脱落 会 非常 的 难看 14号 当天 有 批 施工 人 要 来 强行 施工 被 当时 的 老人 们 拦住 了 但 今天 镇长 带 人 来 说 是 市政府 要求 必须 进行 翻 刷 谁 拦 都 没用 要强 行 的 施工 还 威胁 说 拦 的 话 就 带 派出所 的 人 中国 是 个 法制 有 人权 的 国家 而且 政府 一直 在 倡导 建造 个 和谐 的 社会 难道 这 就 我们 政府 要 看 的 和谐 社会 公安 部门 就 是 这样 欺负 我 们 手无寸铁 的 老百姓 吗
3620343 尊敬 的 鹿 省长 本人 反映 吉 水 到 八 都 车票 问题 吉 水 到 八 都 全程 约 30公里 的 8块 吉 水 到 高 家 刚 20公里 6块 高 家 到 八 都 10公里 多点 也 要 6块 上车 起步 价 就 要 3块 整个 路段 收费 都 是 他们 承包人 随便 说 的 包括 春运 时 前段 时间 只要 是 小孩 就 要 买 半票 不 到 1 2米 抱 在 手里 刚 出生 的 婴儿 都 要 收费 售票员 说 的 更 难 听 只要 能 喘气 就 要 收费 我们 本 可 以 搭乘 新 干 或 峡江 和 永丰 的 班 车 去 吉 水 但 我们 吉 水 那 帮 承包 该 路段 的 人 是 不 允许 他们 让 我们 搭乘 因 他们 是 一股 县 黑 势力 团伙 路过 我们 县 的 外地 车辆 自然 不 敢 招惹 他们 到 现在 有 十几年 了 一直 有人 到 相关 部门 反映 到 现在 一直 被 那 股 黑 势力 垄断 对于 那些 黑 势力 来说 他们 就 是 物价局 他们 就 是 这么 说 的 有 本事 买 辆 车 别 坐 他们 的 车 不光 是 吉 水 到 八 都 其他 到 乡镇 路段 也 是 如此 请 省 领导 关心 次 事
3620345 尊敬 的 鹿 省长 您好 草 民 不 才 要 问 省长 两件 事 一 是 由 国家 拨付 的 中 小学生 营养 餐费 近 时 在 网络 中 流传 着 有关 中 小学生 营养 餐费 被 扣留 的 传闻 此 款 是 怎样 配发 不知 江西省 有 否 如 江西省 也 有 抚州 市 有 吗 由 抚州 市 辖 管 的 金溪县 有 吗 如 有 为什么 老百姓 却 无 所 知 呢 难道 中 小学生 营养 餐费 真 的 象 网络 流传 那样 被 地方 扣留 了 吗 二 是 有关 教育 收费 国家 提倡 实施 九年 义务教育 从小 学 到 初中 免除 学杂费 因而 有 免除 学杂费 农民 得 实惠 之 说 盛传 真的 是 这样 吗 非 也 无论 是 小学 还 是 中学 每 学期 于 开学 时 小学 交 160元 中学 260元 中间 还 向 学生 收取 人均 100元 之 多 而 不 知 其 用 的 无名 费 总的说来 这 跟 国家 有 实施 免除 学杂费 的 义务 教 以前 差不多 信 与 不 信 老百姓 不能 强求 是 真 是 假 只要 有 为民 责任心 强 的 官长 到 实地调查 则 可 一清二楚 了
3620346 你好 省长 我 吉安县 登 龙 乡 塘边 村委 塘边 村 今年 10月 4日 尹 xx 带头 私自 推 山林 建设 新村 贪污 等 其它 严重 问题 请 首长 对 此人 安排 进行 调查 谢谢 希望 能 尽快 得到 你们 的 回复
3620349 省长 您好 105 国道 江西省 南 康 市 到 龙 回 镇 一 直 不 通 公交 只 有 私人 承办 的 南 康 市 到 龙 回 镇 巴士 运行 而且 收费 很 贵 车辆 又 少 30多分钟 1 小时 才 有 一趟 15公里 的 路程 要 收 5 6元 逢年过节 还要 涨价 到 10块 15块 老百姓 坐 车 很 不 方便 相邻 镇 早就 通 了 之前 相邻 镇 的 车 因为 其 路桥 断 了 绕 到 我们 镇 确 被 私人 巴士 请 的 地痞 打 了 回去 说 敢 载人 就 打 人 而且 过往 到 其他 县 市 的 公交 车辆 也 不 敢 停下 载客 因为 有 地痞 延 路 守 着 发现 了 就要 挨打 没有 车 敢 载 我们 连 的 士 都 不 敢 停 有 一次 过年 赶 火车 我们 拦 了 个 的士 车 刚 上 车 就 被 地痞 拦 了 司机 给 了 500块 才 了事 我们 还 被 赶 下 了 车 这个 情况 一直 好多年 了 一直 有 反映 就是 没 结果 难道 我们 这个 路段 开 公交 就 这么 难 吗 地痞 都 可以 代替 交警 执法 了 退 一步 说 很多 人 都 是 赶 时间 政府 不 做 为 不能 开 公交 邻 镇 就 可以 而且 挨着 我们 总 可以 让 私人 承包 路段 的 巴士 多一点 吧 至少 老百姓 有 钱 可以 做到 车 既 要 垄断 经营 又 不 多开 巴士 又 不准 老百姓 坐 其他 地方 路过 的 公交 老百姓 投诉 又 无 门 难道 就 没 人 管 一 管 吗 希望 省长 看到 后 能 帮 我们 解决 我 不 敢 代表 南 康 市 龙 回 镇 所有 的 乡亲 但 我 相信 龙 回 镇 所有 的 乡亲 知道 了 都 会 感激 您 的
